Column Name,Data Type,Missing Count,Missing Percentage,Unique Values,Sample Values,Description
experiment,str,0,0.0,1,['Experiment 1'],"Experiment identifier (Experiment 1, 2, or 3)"
0,int64,0,0.0,3,"[15, 0, 30]",
